timestamp,x,y,z,roll,pitch,yaw
0.0,2.2874697557401924,2.3370985763244394,2.7393355153312235,-1.309264908167587,1.6788379087347378,-0.572464431341869
0.20408163265306123,1.8213354588395099,2.0148440716916527,2.106582777476914,1.3441240648498693,-1.7141125575351177,2.241642891789973
0.40816326530612246,1.094507831227936,2.3161544976756723,2.6626105236478836,1.1751132507937756,-1.4211037614434083,-0.8151915892617194
0.6122448979591837,0.9088680839328043,2.3296847884734517,2.182365307256431,2.8647470683462224,-2.691306992252972,1.5212297194494715
0.8163265306122449,0.9026728237243109,1.2224623952852012,2.6179752005752177,-2.860114088322696,1.7804860522206765,-2.26621256738668
1.0204081632653061,1.2744618561177306,1.15956642777009,2.6375149217033513,-1.8647961965527788,-1.7367486804990853,-1.9130293539009957
1.2244897959183674,1.797468669211613,0.9584436014020135,2.493749861306858,-0.36823498373343044,-2.35350442712,-0.2865159331161231
1.4285714285714286,2.6724629280641876,0.7197545121990419,1.5665181887141526,1.1003796176338971,-1.9484981056780444,2.2400932903505497
1.6326530612244898,2.916032081662821,0.8881373577485077,1.6662606384852032,2.9666238573580017,1.4748098673965853,2.4235859048039066
1.836734693877551,3.5591735321986757,0.6571687965632429,1.4786191036591467,2.9278213456421645,-1.3147150829289898,1.1619562694580337
2.0408163265306123,3.1842188749148264,1.7365463521700883,0.7996436674710301,-0.940071613448886,-2.0792855131569983,1.2975177134879106
2.2448979591836737,3.060308366527086,1.6540561156879576,0.5418916941021643,0.5022865070622609,-2.1600649145803166,1.2160444282936256
2.4489795918367347,1.9391493655528862,1.3993024787644504,0.7595570976039934,-0.6703963483619217,1.784166334071628,0.9856049709793293
2.6530612244897958,1.370431100422553,1.3052941882876916,0.5909857516445296,2.6375893822421865,1.2423453721476418,1.296084254493743
2.857142857142857,1.2865946690433026,0.5542464214690836,0.6234372669072301,-0.7965188477173593,-1.9690925306329268,0.04303963297939717
3.0612244897959187,0.5224795973888625,0.8540598422226866,0.8144613390013182,-2.1514915560402343,2.149903041202161,0.1451512220534137
3.2653061224489797,0.6756309512132761,3.4770042222716526,1.7794302092807892,2.581711432310576,2.5584486555725228,-2.871667859887191
3.4693877551020407,1.4820457416900528,4.348644167419047,2.0621747161648045,2.2718445394995816,1.6361282508550943,2.6738520254059317
3.673469387755102,1.4847467441068205,4.45120154029732,2.7993176177068584,1.184336503993924,2.678641356655584,1.9977944270157115
3.8775510204081636,2.0340218981423708,3.9378060481289996,3.797870897856658,-0.766931351595471,-0.5581274238747773,-2.7492419493818905
4.081632653061225,2.1541844356380024,4.472242643509357,4.307335231181554,0.8798321847415558,-0.030351022241265735,-0.340099500019031
4.285714285714286,2.7337918877474015,4.29606233884146,3.6989766881767556,-0.2822086472738379,2.8599582640950594,0.9355199973538326
4.4897959183673475,2.659115011794885,4.142444692998854,3.4276785156272096,-0.02779986361188813,0.2678079597494083,0.29205579325740816
4.6938775510204085,3.727067688731198,4.396702808199619,3.4135007067204652,0.7655333058055671,-1.974818896592382,-2.757509201805976
4.8979591836734695,3.6214096728005227,4.449162505315269,2.253162640546085,-0.9915793799779773,1.6070465300464756,-2.7479477409590105
5.1020408163265305,2.524247073779799,4.0881553502856,2.0344061205154964,-2.6315465438995442,0.1310123459267376,-2.9524213376350392
5.3061224489795915,2.327837921591441,4.018396160104903,1.9212958129794124,-2.5038928773017046,2.800074541350437,-0.517714284709863
5.510204081632653,2.486033785845882,3.6942770287453826,0.6559754419483128,-0.8280190467428099,1.093992737266186,-3.052364646797679
5.714285714285714,4.402242139593652,4.414814084363802,1.1485685614299666,0.7409517880108858,1.9578191445169768,-0.7664437861384275
5.918367346938775,4.349701718034046,4.46735180751341,1.303298035897671,-1.7257719037475667,-2.054344529518181,1.7553562003426322
6.122448979591837,4.408245985162326,3.0306645406345964,2.0053431070772985,-0.5218421602033105,-2.370157503689673,-1.2800271657133921
6.326530612244898,4.4225657570422054,3.0228614730869108,2.042204464449533,3.022713617755004,3.1294135049758207,1.9655299876562218
6.530612244897959,4.124178273590921,2.0892144883212382,1.2959469747094374,1.818864440411093,-1.0083769770121775,-3.09333367936599
6.73469387755102,4.027153224657898,1.3377895698523021,2.9008708977911333,0.7945834920203567,-2.463540421490183,-1.3557195710556722
6.938775510204081,3.6671382446500362,0.5160981995741167,3.8404942512837006,-0.6410011434229701,-0.02527971547696195,0.8676330969135053
7.142857142857143,3.3794584552012163,0.8452004709053416,3.995424558602315,-2.162379469912884,0.15695499961308945,2.454914224634612
7.346938775510204,3.594700402540482,1.8433182589338504,4.098463354505887,0.215516471671382,0.2746328612424218,2.2216670528309077
7.551020408163265,3.275157005449503,2.797813193055552,3.2066677069069582,1.2538540607894868,-0.2211552787537614,-0.5527317127921543
7.755102040816327,1.7807812294094956,2.812785273201212,3.698018618699911,1.6313297346432574,0.9393033733527201,-2.8128246391519287
7.959183673469388,1.5726511864752526,2.8612364182568655,3.525891697873613,1.618567825762721,-2.408954038786198,0.9763404205145862
8.16326530612245,1.4784339878967674,3.116099506152492,3.4064802411741053,-0.10873469511848288,0.5017746846911719,2.5608386403216574
8.36734693877551,1.1250529380524803,2.307153063665337,3.470736621123816,-0.7097898960267659,2.4903904785973685,-1.5893693548396728
8.571428571428571,1.082023763618161,1.9382545472279493,3.5456302469307808,0.39046487555199283,2.2766732213307117,2.3808707417627435
8.775510204081632,1.3441111253803761,2.0847863763661345,4.001625782705663,2.948546221021288,2.7461231032595563,-0.9573882401678078
8.979591836734695,1.4675001789055595,1.971884434064306,4.033555759114288,2.252663049904708,-0.16036868503783097,-3.0053915436633702
9.183673469387756,1.3564759109554174,1.2576869221400404,4.411133303463839,0.7328780862006332,-1.1576319505532995,0.8081884703582616
9.387755102040817,2.054599384416798,0.9743917403929743,3.9208993964652405,-1.2407476423993338,1.3748007343814184,1.8419325447589197
9.591836734693878,1.0050657902665918,0.5525890452481015,3.9168499620705672,0.547647464013242,-2.021269206098957,-0.8434590930712407
9.795918367346939,1.2067048891354935,2.7435174494283006,4.255856415736075,0.669297512258721,0.5878010360907728,-2.5742064335135115
10.0,0.6415157844909825,3.547568819135489,4.0969067224384705,1.4969906665275197,2.4092275831395353,0.1469888694802428
